text,type,sum,judgement
a Scheme of Control (SOC),organization,1,
Development Bank of Japan,organization,1,
Ван Ян,person,1,
киберкомандований ВС,organization,1,
Japan Government,organization,1,
MidAmerican Energy Holdings NextEra,organization,1,
Гейдар Алиев,person,1,
Industrial Vehicles,organization,1,
Назарбаева Калык Абдуллаев,person,1,
Application Platform 1 (,organization,1,
ISM Group,organization,1,
Rights Issue,organization,1,
Botui Hydro,organization,1,
General to be,organization,1,
% 0,organization,1,
Sea Launch AG,organization,1,
Wholesale of gas,organization,1,
Huey choppers,person,1,
 Negotiation,person,1,
Enron Global Assets,organization,1,
Appendix 7,organization,1,
Global Consultancy,organization,1,
Роберт Купер,person,1,
Kazakhstani Institute of Strategic Studies,organization,1,
Iron Mines Corporation,organization,1,
the Court Not,organization,1,
Григорий Рапота,person,1,
Китаем Люттвак,person,1,
C U ,organization,1,
the Turkish Air 207 Force,organization,1,
Worldwide Systems Engineering,organization,1,
Enforcing Privacy,person,1,
Buzsnakui Astana,organization,1,
Представительства Европейского Банка,organization,1,
Power/ Gas,organization,1,
the U.S. Agency,organization,1,
Germany Juliette de Rivero,person,1,
Heather Connor,person,1,
табуға құқылы,person,1,
Adam Przeworski &,person,1,
Pentecostal Christians,organization,1,
-0.4% 0.9 0.5,organization,1,
Wolfgang Sofsky,organization,1,
Торговая миссия здравоохранения,organization,1,
Роберт Кейган,person,1,
Citi Research KEPCO,organization,1,
Cambridge Place Investment Management Goldman Sachs & Co,organization,1,
CNOOC/Fujian Investment & Development,organization,1,
the Architecture of the Internet,organization,1,
Татьяны Вороновой,person,1,
РЕГУЛИРУЮЩЕЕ ПРАВО,organization,1,
Investments Limited,organization,1,
Tengrinews.kz TengriNews,organization,1,
the Strategy Kazakhstan-2050,organization,1,
Meghan A,person,1,
dia Forum,organization,1,
Institute of Global Finance & Business,organization,1,
India EOS,organization,1,
"the Transfer of Control of Licenses MediaOne Group, Inc.",organization,1,
Time of Day,organization,1,
the Third Ministerial Conference of the,organization,1,
the Parliamentary Commission on Banking Standards,organization,1,
Мак Линь - Линь,person,1,
Ferrari World,organization,1,
SunEdison JV,organization,1,
SINOGRAPH Ang Lee,person,1,
Diligence Asset and,organization,1,
The Office of Tony Blair,organization,1,
Gurvich of the Economic Expert Group,organization,1,
528 0.091,organization,1,
Institute Project B.V. and Financial Services B.V.,organization,1,
Gender Equality and Economic Growth,organization,1,
onay partaaay,person,1,
Feminist Law Professors,organization,1,
CO 2 CA,organization,1,
Mary J. Benner,person,1,
Gold Market,organization,1,
South-West China,organization,1,
Cola International,organization,1,
Germany's Social Democrat,organization,1,
Leila Saralayeva,person,1,
New York Times Blocks UK Access to Terror Story,organization,1,
Americas Quartely,organization,1,
mehmet hiba.k,person,1,
КОНФЛИКТ ИНТЕРЕСОВ,organization,1,
Templeton Asset Management LLC,organization,1,
the U.S. Internet Peering Ecosystem,organization,1,
Federación Internacional de Remo,organization,1,
Varian Inc,organization,1,
Subsaharienne Francophone,person,1,
City of Tucson Project,organization,1,
Action Maritime SA MRC,organization,1,
the China Resource Group,organization,1,
Davos Day,person,1,
the Baku Nobel Heritage Fund,organization,1,
"Development in Hard Times""",organization,1,
York | Buckingham Palace,organization,1,
Анатолия Гужвина,person,1,
the Joint TC Fund Agreement,organization,1,
Проф Хайм,person,1,
CLP Holdings AGL Energy Hong Kong & China Gas,organization,1,
412 F. Supp,person,1,
ofJohn Rice,person,1,
Shanghai The Economist,organization,1,
the Chinese,organization,1,
Venture Capital:,organization,1,
Malaysia Power Sector,organization,1,
F. Struzenegger,person,1,
GQMARFIN POPULAR BANK,organization,1,
Laryssa S. Petryshyn,person,1,
Lebedkina Anna,person,1,
16.0 Sep-12,organization,1,
Элен Уилсон,person,1,
the Mainland Utilities,organization,1,
Kazakh Soviet Socialist Republic,organization,1,
Asian nations,organization,1,
Милорад Ковачевич,person,1,
The Ministry of Economy and Budget Planing,organization,1,
СК . СК,organization,1,
IAEA International Experts Meeting,organization,1,
спасало БТА,person,1,
Российские корпорации,organization,1,
Bachelor of Science,organization,1,
THE GENERATIVITY PRINCIPLE,organization,1,
the French Government,organization,1,
Асылбек Бисенбаев,person,1,
Kairat Kelirnbetov,organization,1,
Distinguished Ambassadors,organization,1,
INTERNATIONAL MONETARY FUND,organization,1,
Hotmail decided,organization,1,
the Bank before East Capital,organization,1,
Video Copy Protection FAQ,organization,1,
Mukhtar Tileuberdi,person,1,
N/A Yorkshire Electricity,organization,1,
Международного консорциума,organization,1,
CNPC/Pacific Oil & Gas,organization,1,
Sri Lanka IBJ,organization,1,
P6.3bn (+,organization,1,
the “StarOﬃce Oﬃce Suite,organization,1,
the Customer to,organization,1,
http://www.bbc.co.uk/news/world-africa-21509535 Equasis Press,organization,1,
Kazakhstan Natonaa Fund,organization,1,
Todd Wallack & Ellen Messmer,person,1,
Free Screenings,organization,1,
Debate Intensifies Over Capital Regulations,organization,1,
Алексей Ананьин,person,1,
Major Akmoldin,person,1,
Sydney . www.visionofhumanity.org,person,1,
Enrique Dussel Peters,organization,1,
the Task Force's,organization,1,
The Sovereign Call:,organization,1,
Description of Asset Held Other Stakeholders Electricity,organization,1,
Steigenberger Grandhotel,person,1,
CR Gas - Balance Sheet,organization,1,
Q3:10 Sept,organization,1,
Назарбаев жалпы Еуразия,person,1,
Deferred tax LT,organization,1,
New Technologies of the Republic of Kazakhstan,organization,1,
Management & Consulting for Porté Puymorens,organization,1,
Churchill Place,person,1,
7 Privatisation,organization,1,
James Manyika,person,1,
Swiss Re Moderator,organization,1,
Culture Pay EurasiaNet,organization,1,
Menkent Shipping Co,organization,1,
Ricardo Hausmann By_______________________________________ _________________________________________,person,1,
Mr Blair – albeit,organization,1,
Almar Shipping,person,1,
ministre de l'Industrie,organization,1,
the Global Times,organization,1,
Corporate Council,organization,1,
Russian Saakashvili,organization,1,
Jiaomutang Hydro,person,1,
Axcelis Technologies,organization,1,
Action des,organization,1,
Citi Research Datang Renewables,organization,1,
Kreml.TV Филиппом ЛЕОНТЬЕВЫМ,person,1,
Associated Press Television News,organization,1,
AMEC Wind Energy,organization,1,
the Financial Institutions’ Association,organization,1,
Center for Responsive Politics,organization,1,
Путин увлеченно,person,1,
House Consultants Teratorn International,organization,1,
Ed Al-Hussainy Time,person,1,
National People's,organization,1,
Lionel Candille,person,1,
Citi Research Contents,organization,1,
Economique Mondial de,organization,1,
the International Relations Department,organization,1,
Union of British,organization,1,
Horst Sendler,person,1,
Банка . ООО,organization,1,
Юлий Нисневич,person,1,
Cinema Teatro Jolly,organization,1,
Bechtel Group,organization,1,
Status Mining,organization,1,
BidCo/Edgware – Business,organization,1,
Pope Celestine,organization,1,
Fuquay-Varina Project,organization,1,
Protect Them,person,1,
Israeli Presidential,organization,1,
Olga Dzyubenko,person,1,
Myanmar IAEA,organization,1,
Оренбургской области Сергей Горшенин,person,1,
People's Liberation Army,organization,1,
Палаты общин Великобритании,organization,1,
Eduardo Araral,person,1,
the South Asia Institute,organization,1,
Нурсултану Назарбаеву,person,1,
Developer First Solar,organization,1,
LLP “Karagandi Power Transmission,organization,1,
62 South Audley Street Mayfair,organization,1,
Paul Bartlett,person,1,
Houlihan Lokey Rothschild,person,1,
Lebanon Lebanon & Syria,organization,1,
the Bank for Monetary Policy,organization,1,
Philip Marshall QC,organization,1,
Nick Tattersall,organization,1,
James A. Hughes,person,1,
idem Constantine University Pierre Mendes France,organization,1,
Domino's Pizza Group,organization,1,
Eric S. Raymond,person,1,
Project Department,organization,1,
THE RISKS OF GENERATIVITY,organization,1,
Eastern Shipping Co Ltd,organization,1,
Lada Kalina,organization,1,
Tennessee Williams,person,1,
the World 2007 10 of 13 http://www.well.com/conf/inkwell.vue/topics/289/Bruce-Sterling-State...,organization,1,
Дона Мюррэя,person,1,
Net Profit Breakdown,organization,1,
Asia tycoons,organization,1,
ал сен жақсы ата,person,1,
Национального банка Казахстана Григорий Марченко,person,1,
Migration Policy Institute,organization,1,
Bumi BUMIP.L,person,1,
City of Justice,organization,1,
ВЛАДИСЛАВ ИНОЗЕМЦЕВ,person,1,
Nippon Oil & Energy Corporation,organization,1,
NERA Economic Consulting uZengo,organization,1,
Eligible Counterparties and Professional Clients,organization,1,
the Economic Security Department,organization,1,
Shanghai Electric China,organization,1,
Джо Стиглицу,person,1,
Trade Costs and Development,organization,1,
United States Navy,organization,1,
2 Communication Strategy,organization,1,
3.460) -24.3%,organization,1,
the World Trade Organizaton,organization,1,
potentally introduicing,person,1,
Riola di Vergato,organization,1,
Тома Данелона,person,1,
Identity Theft,person,1,
Faros Shipping Co SARL,organization,1,
Ukrainian Defense Industrial Agency Ukrainian Defense Industrial Agency,organization,1,
Бен Джуда,person,1,
NSA Spy Data,organization,1,
 Nazarbayev University,organization,1,
Селиму Джехану,person,1,
William R. Sinkin,person,1,
Alava Marina Mandarin Hotel,organization,1,
Founding Chair,organization,1,
Russia’s National Research University Higher School of Economics International,organization,1,
The Credit Committee,organization,1,
Валентин Землянский,person,1,
Дэвид Кросби,person,1,
10 0.6,organization,1,
Серік Ахметовпен,person,1,
банка Казахстана,organization,1,
Investments Dividends,organization,1,
Ассоциацией налогоплательщиков Казахстана,organization,1,
BTA Moscow,organization,1,
ВИКТОРА ИВАНОВА,person,1,
George P. Shultz,person,1,
The Annual Meeting pro—,organization,1,
Westberg Ltd.)76 Westberg Ltd.,organization,1,
Kyocera Trina,person,1,
Dennis Toeppen,person,1,
Competitive Strategies,organization,1,
Space Museum,organization,1,
The Aktobe Mining Company,organization,1,
Bereederungs Clipper Group,organization,1,
Hares Group,organization,1,
Washington DC IEA World Energy Outlook,organization,1,
крестник Путина,person,1,
KazakhGold) 1,organization,1,
Центре им . Хруничева,organization,1,
the Chemical Weapons Convention,organization,1,
U.S. Special Operations,organization,1,
The U.S. Children’s,organization,1,
Motor Credit Company,organization,1,
Software Becomes,organization,1,
University of Tasmania,organization,1,
"ENRC, Kazzinc",organization,1,
International: Eurosport,organization,1,
Султанов Б.Т,person,1,
The Washington Times Creation,organization,1,
the Parade,organization,1,
Kazakhstan e,organization,1,
the Harvard Kennedy School,organization,1,
of New,organization,1,
the Russian Navy,organization,1,
рынке Казахстана,organization,1,
Hot Money and Speculation,organization,1,
Private Office,organization,1,
William R. Sinkin Centennial,person,1,
Bern Project Wingate,organization,1,
Civil Action No,organization,1,
Алексей Голенищев,person,1,
Laurent Fabius,person,1,
A . Minsat,person,1,
Krammerer - Phase I SMUD,organization,1,
the Global Ecosystem Organisation,organization,1,
